name,x_val,y_val
10207,0.7042221412,0.7344402416
389125,0.4510408983,0.8014082336
80183,0.8530429500,0.6072747464
9967,0.8222944363,0.9265137240
51146,0.6383005268,0.6288039279
338699,0.6163409871,0.5945786912
2182,0.4704799383,0.3374755179
222008,0.7143159156,0.7286118828
2628,0.7003507146,0.7523164397
7076,0.6708332243,0.9018431763
51465,0.8657807167,0.3850375864
5828,0.0706684301,0.6886047246
57862,0.1663432619,0.6149663949
29919,0.7063558701,0.7144811421
26224,0.7516750660,0.8361064250
5362,0.8702030012,0.6789861621
1104,0.8352776693,0.9049985700
3802,0.7757100209,0.8511368356
54585,0.8447733900,0.1664624173
57180,0.7706450558,0.8271862742
9111,0.7768278692,0.8307008142
4191,0.8389481585,0.9387679321
92715,0.7868569731,0.8589737508
122553,0.5575149480,0.5208489854
339184,0.0011214446,0.6762222211
135886,0.7937405059,0.9042498331
51014,0.8367760621,0.0508784671
24137,0.4288555416,0.8249140492
246126,0.8215852592,0.8920118278
79738,0.7235312311,0.7429503400
3676,0.8373454401,0.9537010101
26118,0.7329094601,0.7601286308
5378,0.8631047213,0.9668759837
2314,0.8332176387,0.9438446191
8853,0.8955614946,0.4144076640
334,0.8623411745,0.3287645940
4297,0.8312476489,0.8539097624
100288778,0.7032241219,0.7427630278
10542,0.7906084167,0.8536755640
23217,0.6285651671,0.9032318996
1512,0.8423877404,0.8730297485
632,0.7956624579,0.8752675395
6789,0.8751390242,0.4559026991
2817,0.8593113234,0.6633752375
283455,0.7093262626,0.7625992545
253980,0.7711395547,0.8724497392
5160,0.8383166633,0.9632314142
8540,0.8098045857,0.9258629589
2623,0.7764417596,0.8212497535
9537,0.8664394774,0.6018534105
7221,0.8006052724,0.8738287163
88,0.7566549182,0.8368912627
57644,0.7268294619,0.7763836703
285464,0.7324303720,0.7824788946
9308,0.6386508211,0.6078673721
93185,0.7931084369,0.9215879960
4509,0.8543926868,0.7222781201
3181,0.8981959585,0.7162788610
2045,0.6766681502,0.6439668826
54796,0.8557380211,0.5289959648
1616,0.8284267748,0.9065098468
56254,0.8388229988,0.9349900200
50859,0.7568474414,0.8167773890
87769,0.0929164520,0.7064170024
342945,0.4216851367,0.7964706340
10071,0.8578381235,0.6378296390
196383,0.7538486202,0.7778682879
162993,0.6612988256,0.7148941916
27089,0.7615290316,0.8014523613
27173,0.8304732992,0.8643684571
29940,0.5782315993,0.5087058897
25921,0.7278231723,0.7388620884
5201,0.7565744869,0.8399330889
7054,0.8263304730,0.9052818507
79863,0.8552936202,0.6394304930
54822,0.7180885345,0.6949214277
647979,0.8394746266,0.8972503746
79762,0.0011214446,0.6762222211
84937,0.7354272273,0.8068538665
26986,0.8931514274,0.7017292224
84628,0.8898789206,0.7095169257
1822,0.7663210217,0.8277995937
92840,0.6891759060,0.7013110588
10040,0.7964811165,0.8759550710
27347,0.7329085841,0.8179680853
29952,0.8423793318,0.9168517904
25930,0.8144024273,0.9544419535
51005,0.6154804010,0.8928298509
79879,0.8607854858,0.8493809647
80273,0.8310506065,0.9350320272
5144,0.3695346504,0.7355321170
51602,0.8456284985,0.9344026136
23761,0.8291634019,0.9109876105
11331,0.8246883758,0.9225154494
4160,0.7078868267,0.7509413341
246181,0.6431689327,0.8472230167
56255,0.5121288863,0.4001457467
55605,0.9089936097,0.5184311203
1374,0.8366395460,0.9392999843
7127,0.8689247378,0.7723493980
7637,0.7409215800,0.8275938673
147872,0.7195047484,0.7459941523
229,0.1001020965,0.7194667226
140823,0.4474632851,0.8187721919
8000,0.7398760668,0.7907187694
9482,0.7191714679,0.6874808675
375260,0.0981630842,0.5660723669
23066,0.7439863376,0.7964107886
407835,0.5623515862,0.8662691641
5599,0.4984526869,0.8041156454
51434,0.8184119557,0.8918298895
4969,0.6004738201,0.5837709201
4352,0.6614633801,0.8797486593
8538,0.8215852592,0.8920118278
8603,0.8274047364,0.9402354988
148252,0.0018075325,0.6764272093
6337,0.7185485262,0.7547849256
23329,0.4617151391,0.8171226492
55744,0.6776751123,0.6919614412
285148,0.6574712195,0.9261055560
6293,0.8036090777,0.8929126448
7517,0.4353936782,0.7793181312
55647,0.8304533140,0.9035131131
55625,0.2872283624,0.6965664242
9922,0.7662601450,0.7701078041
833,0.4125458332,0.8423871450
23549,0.7313191808,0.8305906324
5438,0.8048317107,0.8641200414
5444,0.4968469429,0.8499430214
255654,0.6225803346,0.5756287347
64951,0.2339859118,0.6980357456
5861,0.8690151032,0.5015964943
1757,0.8837817505,0.6737140931
200845,0.7665943672,0.8452586002
89887,0.7844900040,0.8579033357
6407,0.6374849540,0.6369900322
55521,0.7509506749,0.8246785456
5325,0.7768544239,0.7758531800
118430,0.8478422522,0.6610634186
3195,0.6745246269,0.6767287485
6617,0.8677029420,0.7447833875
130502,0.6891082155,0.7293332423
91,0.8757036996,0.4783106714
5980,0.7303041773,0.7860455313
9814,0.7004400347,0.7334430773
8912,0.6436335261,0.6656868453
161725,0.6732355603,0.8930893370
51524,0.7727377781,0.7741339853
5083,0.7056529943,0.6900120149
402643,0.7166258640,0.7694572974
6993,0.4235500358,0.7834196791
255104,0.2118974476,0.6508984420
3098,0.4393841263,0.8531959576
116068,0.5452925948,0.4277241240
5087,0.8487832522,0.2788698897
2294,0.6885820179,0.7345658422
6344,0.8067017106,0.8959227924
10381,0.9000279243,0.6459968828
284685,0.8898789206,0.7095169257
219844,0.8073922956,0.9025904086
55240,0.6600408862,0.5894794250
225689,0.7340188401,0.8238353212
5345,0.7050390068,0.7571758621
10595,0.8094914179,0.9168168902
1175,0.7488915646,0.7989010067
7379,0.7189827959,0.7454285940
4735,0.8305214388,0.9254761798
257144,0.3521591851,0.7649997490
57410,0.4063312011,0.7669535221
112398,0.6985381446,0.7680683410
3759,0.8897627850,0.5618512757
6530,0.6570955423,0.6926457023
5470,0.8840239441,0.6797301594
6665,0.8604286169,0.4826212775
29777,0.2769435337,0.7039648445
8463,0.8819376648,0.4551117766
93166,0.7288913549,0.7388166368
1435,0.8072321539,0.9079659052
28964,0.8887665787,0.5003351219
286042,0.6856279715,0.7483947800
147407,0.7119177581,0.6810718706
23559,0.7281952343,0.7574823833
7716,0.9628466402,0.0654866843
53369,0.1014206606,0.5794533827
168374,0.8035272850,0.8564016905
1058,0.8127593713,0.8900161355
2185,0.7653503605,0.8252655303
5583,0.7255989882,0.8184847571
79892,0.8466846103,0.9702645738
84002,0.7777091706,0.8216077332
54967,0.6753660880,0.6663633984
8742,0.6776429875,0.6861885199
652968,0.5423026965,0.4824648156
283459,0.8386713239,0.9329676909
2734,0.8141741760,0.9029686114
3742,0.6731154183,0.8733278164
114034,0.7782540635,0.8687297494
5101,0.8226544089,0.1016177776
408050,0.8764794832,0.8013116895
3320,0.6504746262,0.8885779929
9570,0.2050326752,0.5979972282
1739,0.8102320160,0.8830041459
10671,0.2342384253,0.6690300705
7163,0.7677464719,0.8546563312
134637,0.0028117209,0.6763524811
404281,0.7536513217,0.7537929197
27165,0.9020756125,0.6047762603
9721,0.6888342224,0.7379570461
6234,0.8819310666,0.5698166447
342357,0.5659467482,0.8578803838
29890,0.8270223900,0.9187125527
3948,0.7331224262,0.7677946423
8346,0.7157859535,0.9478596611
80194,0.9799625020,0.0271207933
145173,0.8319311618,0.1127025784
90957,0.8211382796,0.9424290477
3576,0.7556104094,0.7527643311
9217,0.8232772988,0.9055135184
25763,0.8287414149,0.6352075891
6363,0.8277979490,0.9418469800
54839,0.8019249269,0.8943202702
7378,0.7309282688,0.7936782610
1562,0.5993981032,0.5860777209
247,0.5586175759,0.8486216449
90423,0.3827918321,0.7387841643
7458,0.8397969587,0.9406014799
27445,0.8675026188,0.7400095152
4983,0.8547639019,0.7628138764
84299,0.8358924348,0.8834744361
4118,0.6105022675,0.8561895795
79809,0.6246930472,0.5766678011
80315,0.6908083708,0.6852147672
53635,0.7831497884,0.8445319657
6478,0.7775700308,0.8528085524
56172,0.8817631293,0.7001003739
170691,0.8797424631,0.7711108424
2859,0.6218685598,0.6078942622
2520,0.8581728799,0.7570555563
729603,0.7447207732,0.8405160836
223082,0.9694544036,0.3994988216
391002,0.7270109776,0.7950797073
79002,0.1888606960,0.6410830674
735,0.6918659758,0.7584728265
1993,0.7772470656,0.8738520306
375444,0.8626590773,0.7179536618
27237,0.6560181059,0.8772946967
22898,0.8483743229,0.9643076598
114879,0.1923996824,0.6434048267
10111,0.8436130873,0.9523475070
80317,0.7959472858,0.8786971432
27288,0.7727113895,0.8589679029
8365,0.7978622774,0.9228848453
65267,0.8540733377,0.6554974108
51593,0.5175833114,0.8640197299
723790,0.7496089198,0.8280085501
23552,0.7639734842,0.8257155602
64180,0.9199307971,0.6234147420
3364,0.7848712894,0.8299411588
9254,0.6616236825,0.6360330412
84885,0.7382218305,0.7806744111
9382,0.8079972281,0.8928997832
53831,0.7267101635,0.6932039079
9791,0.8560184761,0.2203227860
28966,0.7323939079,0.7513250992
51540,0.7225196302,0.7704679263
51412,0.2562832822,0.6745596821
6540,0.7870610759,0.8581938449
51019,0.7364667983,0.7949810540
1933,0.5501404468,0.9112139748
10528,0.8339185317,0.9400130842
440,0.8190239766,0.9526786784
4643,0.7990417570,0.8872184471
25829,0.7196594934,0.7197674622
27252,0.8022160615,0.8731256351
283871,0.7162105810,0.7481345292
100129777,0.4881063768,0.8332595338
22974,0.7593616292,0.8344511205
3140,0.5897661358,0.5169878158
114786,0.7737926106,0.8487474197
10434,0.8471876889,0.2568960683
6533,0.5616417267,0.4583758476
143884,0.3990447494,0.8312023455
79724,0.7157949656,0.7569204520
6152,0.8333209760,0.9483423919
157313,0.7778934207,0.8006719946
8491,0.8109361926,0.9186249464
10562,0.1745319762,0.6235172061
7264,0.7870726847,0.8417076372
1174,0.7784965738,0.8244285279
653121,0.7569026552,0.8307611623
4439,0.8696832234,0.7676101479
9636,0.8657918636,0.6067183095
4697,0.4060342752,0.7970243899
78996,0.7470942413,0.8367824956
5829,0.8058332571,0.8828257619
5150,0.7666612949,0.8515938579
55812,0.0914949918,0.7086203586
5746,0.8783161540,0.4858740017
395,0.4510408983,0.8014082336
8566,0.9039442118,0.4679894855
51271,0.7927341517,0.8573146379
59341,0.7095467279,0.7182576638
152273,0.8140642829,0.8890745103
644378,0.7939504174,0.8935105998
4008,0.7941981349,0.8790707720
6496,0.8670157698,0.6822941634
11200,0.5489807090,0.4910519740
9322,0.7596032222,0.8083131727
89884,0.7060380803,0.7270955268
9522,0.8749387459,0.3607987621
161753,0.4054502426,0.7822095576
84263,0.7655057700,0.7807201301
4683,0.8095990941,0.8896639038
8379,0.8300312132,0.9360312373
100506898,0.8481113514,0.9472435022
115265,0.7921177328,0.9075318186
78990,0.3233311348,0.7465558108
6734,0.8112032179,0.8590298553
100131816,0.0336263531,0.6738518390
90326,0.1288308843,0.5995210595
54474,0.6840212135,0.7658886573
286204,0.8913687076,0.6968502417
282969,0.8112941579,0.9063775801
5620,0.3693582885,0.7665615366
9265,0.6054538768,0.8249857594
6037,0.8404563572,0.9654472010
6641,0.6141541642,0.5939681070
157570,0.7826894100,0.8022402469
374403,0.0688603822,0.7035617657
10229,0.6444639155,0.8697653053
6198,0.5220511513,0.4433066521
1954,0.8500593046,0.9120572470
56963,0.6730137651,0.7101433114
23132,0.7423689635,0.7779523513
129685,0.7259371397,0.7121891115
79057,0.8697344691,0.6059213227
113829,0.8423763163,0.9023615695
79135,0.6367158401,0.8966674631
137902,0.7488394449,0.8023168603
9820,0.6801096025,0.7014926006
5618,0.7206333127,0.7336526349
7593,0.6762519613,0.7124595941
28992,0.7486441497,0.8154869015
54834,0.6435566072,0.6546773436
2483,0.8517409518,0.7874615698
1193,0.8385064297,0.7679043147
55845,0.8038640470,0.8966816923
54507,0.7349790555,0.8345319914
10287,0.7827568264,0.8862602551
10971,0.8326581529,0.9516242050
80013,0.7270341417,0.8064297755
146433,0.7870610759,0.8581938449
8085,0.7626186111,0.8040164569
6047,0.7950237036,0.8649113334
81619,0.9785819457,0.0344979006
84062,0.7664752547,0.8254206467
10155,0.8638822035,0.9360021454
5871,0.7164277928,0.8047188270
10148,0.6733290328,0.6663778165
9211,0.5165533873,0.4212630898
1195,0.7627284830,0.9050807310
889,0.7300247511,0.7552798305
7124,0.8571039371,0.4605258544
130813,0.7662574290,0.8680014821
22893,0.7311499758,0.7598817165
10765,0.8729498411,0.3799611671
6124,0.8564092146,0.9763090718
3547,0.6022224567,0.5749503857
283111,0.8215852592,0.8920118278
55135,0.7578143100,0.8014733129
10346,0.6888953114,0.6930696905
80346,0.7182856621,0.6889344216
1824,0.8371902492,0.1595526785
2629,0.8024812627,0.9271739228
55294,0.8217662075,0.8921437142
4299,0.7532951704,0.7969493314
2184,0.6767291692,0.8781235582
8293,0.1157763079,0.5899462225
121214,0.5081022759,0.8380600188
84747,0.7420188120,0.7508119160
7390,0.7280739791,0.7883587709
58487,0.8782195294,0.3319008690
8934,0.8112701586,0.9034105542
54974,0.7507362535,0.8184073645
5636,0.3802643884,0.8290899292
1678,0.6671704150,0.6941051620
72,0.7549965920,0.8352672473
6573,0.5444825282,0.4277561729
27072,0.2374999957,0.6779521196
100033821,0.8340572865,0.9660020729
85014,0.8366797188,0.8997438504
6585,0.7661745219,0.8275078688
3565,0.4224353928,0.7832979673
7403,0.7875929401,0.8157883014
54799,0.7367488887,0.7951265298
307,0.7231788926,0.7860648659
64224,0.8389216784,0.0551441509
23786,0.0776341029,0.5717383728
6871,0.8173458790,0.8941262621
57003,0.8220229534,0.8907178882
64577,0.1241038704,0.6108470467
11143,0.4545802469,0.8039013736
2354,0.7076270970,0.7381557916
4701,0.7608021000,0.8177523505
1565,0.8177706082,0.8687093078
79572,0.4978641772,0.8088386416
84844,0.7812840761,0.8563258962
26013,0.7818888777,0.8633178448
7486,0.8309232194,0.9264144720
23774,0.7390107689,0.7993147765
26119,0.7068999208,0.7393592293
5972,0.8221712124,0.8281451652
27301,0.2120354750,0.6466816607
80264,0.8599208673,0.9463811460
132660,0.8603507033,0.1815542713
57647,0.7541965632,0.8214634788
119369,0.8910206202,0.6598876475
128312,0.7751442619,0.8555742627
2904,0.7620165334,0.7908253297
3280,0.8615425320,0.3652016970
27321,0.8116215013,0.9396653444
57153,0.7570992739,0.7898651803
203286,0.2202784743,0.6418004918
79825,0.8797424631,0.7711108424
6253,0.6736789338,0.6210156128
3984,0.4587585158,0.3491245979
4113,0.7386813426,0.8791822761
677815,0.8340572865,0.9660020729
122481,0.6152352754,0.5930268174
100131997,0.1120453445,0.7161028263
8672,0.8268130965,0.9353355665
203562,0.5546505735,0.8776746936
56246,0.8557343764,0.3284581737
3630,0.2113920895,0.6445280205
7552,0.7492777003,0.8145854552
57545,0.7409447454,0.7829191607
55763,0.8080453294,0.8976870693
701,0.8068872350,0.8858159328
7543,0.5737201425,0.5123192836
9477,0.8671821357,0.4824599927
144321,0.6832211209,0.6812602225
83987,0.8915777821,0.6985802626
5932,0.7586376549,0.8428013011
820,0.5610527105,0.8524196884
23096,0.9721433147,0.1719902370
1999,0.7718673075,0.8405206035
84851,0.0875719767,0.6924044582
79078,0.5634304209,0.8945917904
493856,0.3907819345,0.1933670206
124220,0.7034619635,0.7554402267
521,0.7667990900,0.8306324886
28512,0.0230156819,0.6822533577
353513,0.0011214446,0.6762222211
117581,0.8700565919,0.7286838655
51012,0.8337826401,0.0755460203
54981,0.0239491842,0.6896625795
5268,0.7593180508,0.8240523834
57128,0.6774522246,0.7119392691
6209,0.8911383451,0.5759995970
9361,0.8198122550,0.9464450388
653604,0.7646345702,0.8421467506
5162,0.8303344617,0.9517637492
6596,0.9180362338,0.5659245728
4666,0.8470270474,0.9701857349
285643,0.6510292051,0.6957064418
6240,0.8316772247,0.9429086577
124626,0.8704768938,0.5656203626
63929,0.7740577520,0.8724728444
29902,0.7568181953,0.7773654783
284106,0.7324128389,0.7796855468
28973,0.8364343901,0.9320687155
83417,0.7406355582,0.8046986572
338321,0.6702194342,0.7043430887
4208,0.7817241128,0.8154898746
653566,0.8157829636,0.9327788904
57464,0.1548157846,0.6231823043
133121,0.6779934906,0.6889052731
1606,0.8720688883,0.7318568906
5243,0.7883559339,0.9138462672
54857,0.5376549667,0.8873289743
80020,0.7549206192,0.8204365902
5923,0.7232940606,0.7786017796
94032,0.4510408983,0.8014082336
64110,0.6283118971,0.8415628864
155066,0.7734706254,0.8340342592
26505,0.9376389580,0.3701209986
25928,0.6862605678,0.7281847532
7156,0.7996458357,0.9007756201
84327,0.9745009822,0.1673475966
5449,0.7270288234,0.7413691479
4772,0.8160388008,0.8752115980
64847,0.6710146654,0.8835060282
5580,0.5446212765,0.4833922448
58,0.8256085540,0.9538457050
56257,0.8434323424,0.9481059125
51101,0.4248274457,0.2507194559
55165,0.8080151363,0.8679561114
8518,0.8328276104,0.9391472127
6301,0.8352938903,0.9421901093
58488,0.7734902841,0.8544428491
406979,0.9174269159,0.6122060676
10868,0.7590987821,0.8274101501
9509,0.8287686336,0.8669671141
10661,0.7826797305,0.8203244386
4642,0.7779673698,0.8461184684
8838,0.5382568875,0.8400120364
389136,0.8726398904,0.3813003984
23360,0.7890643654,0.8096121144
23746,0.7141539941,0.8011825697
23392,0.8349448243,0.9364239982
26871,0.7122546569,0.7460152896
81571,0.9845415881,0.0036010132
84775,0.7662797449,0.8885627764
54581,0.0011214446,0.6762222211
51253,0.8437574535,0.9751931422
83737,0.8881205632,0.6013650463
338322,0.6708866480,0.8578455793
11157,0.2752620864,0.7092276966
10884,0.7459264877,0.8311533280
157773,0.8075537985,0.8844893890
29080,0.2340746811,0.6802737931
90865,0.7218008184,0.7223995482
92675,0.7119489269,0.7512575175
9478,0.6703489176,0.6857340418
51350,0.7725011275,0.8625624043
51554,0.8297668514,0.9540810292
121268,0.8482646344,0.7183722249
24145,0.6658387429,0.8391065804
79149,0.1174316081,0.5940878608
11228,0.3342543348,0.7091440245
54453,0.8444703023,0.2140293207
5019,0.8152702503,0.9118379267
3933,0.7856979452,0.8797162744
3810,0.8324476162,0.9659194221
246176,0.4510408983,0.8014082336
1793,0.8259673377,0.9157170448
3765,0.7575566402,0.8345757182
122183,0.6853919256,0.7305493366
6375,0.7393091769,0.8388719092
5775,0.6860454483,0.8960866646
83642,0.8119684598,0.9011053983
54476,0.7966487639,0.8158561912
197196,0.7353237579,0.7853374046
9926,0.8505144603,0.1892539928
4099,0.1332618490,0.6012795987
440138,0.5408294467,0.4538924244
4026,0.8886529797,0.4493968563
567,0.7111707637,0.7417296178
79153,0.8870039204,0.7377451439
9622,0.7528914128,0.8568017421
3340,0.6782722059,0.6774310185
63891,0.7738768063,0.8105613344
116159,0.8637056733,0.6153898940
91750,0.6846670801,0.6770166030
25865,0.8206522099,0.9173412871
441869,0.8659768349,0.5483563853
169200,0.9174269159,0.6122060676
84904,0.8622576145,0.6811016409
9016,0.2664245237,0.6575398301
1602,0.7662428136,0.7792203114
51279,0.8094840208,0.9292126194
54915,0.9089659060,0.5885822401
9590,0.7819256086,0.8199563921
112950,0.4359738096,0.7907805656
359710,0.8305969623,0.9283056997
23218,0.6833138714,0.8649609668
23283,0.7616298667,0.7920678754
92002,0.6671003848,0.8852404417
127602,0.0498410860,0.6941933376
10847,0.7709217345,0.8326008314
286530,0.6739769372,0.7121641729
3136,0.7282526574,0.7941668264
79090,0.6387559840,0.6652307500
80339,0.5821101229,0.5534851178
6122,0.8513886794,0.9855569806
389690,0.7120579763,0.7421232953
5133,0.7886857441,0.8592844284
5129,0.3717256544,0.7702367165
2658,0.7258954992,0.7667816550
55210,0.8406717023,0.9803098808
84645,0.7998077407,0.8982544456
64240,0.6528491457,0.6704259773
219833,0.0011214446,0.6762222211
57654,0.7332740903,0.7738642701
83941,0.3148405923,0.0700858588
80221,0.5750557823,0.5549680568
2531,0.8480515312,0.2107460133
116362,0.8772643010,0.6017847961
27132,0.7968912536,0.8958551331
2272,0.7504804041,0.7765496759
22890,0.8200399034,0.9081750900
122589,0.8898789206,0.7095169257
199777,0.4954112268,0.8335850328
84070,0.2854808079,0.6613379852
5653,0.6282746251,0.8730880111
23150,0.8654125634,0.7153416058
5429,0.4281753784,0.8334557477
84309,0.3846109934,0.7994949613
9055,0.7635861943,0.8266123994
5900,0.7162089956,0.7405235186
388344,0.7779266610,0.8612911402
79031,0.8396211593,0.2781131629
56983,0.7128015350,0.7380601204
8228,0.6275883625,0.5797264561
9210,0.8889723747,0.6189106225
100151684,0.6883602537,0.7465368058
4036,0.2049550597,0.6111631544
8818,0.8191359986,0.9149904297
9180,0.7212836343,0.7933221173
63940,0.7414957624,0.7545770155
342527,0.1380411855,0.7604075273
30008,0.7495621425,0.7828389545
23137,0.6898538319,0.7134116854
9201,0.1945256339,0.6454109786
4542,0.7385977898,0.7538001189
84316,0.6828517150,0.7041599838
2310,0.8669371625,0.5590388433
1025,0.8768463419,0.6144278187
112858,0.8606053160,0.4023076364
7276,0.7371864670,0.8189397763
1991,0.8352842789,0.6436450732
7012,0.6963720463,0.7321170198
114299,0.8555250631,0.6761054166
79719,0.8820991318,0.2934909178
23232,0.8654125634,0.7153416058
100129696,0.8353912128,0.9391598203
79042,0.7075006188,0.7220236759
56267,0.8330440207,0.9301477604
84811,0.7078372356,0.7674833904
10994,0.8285254551,0.9210923913
51334,0.1936587368,0.6300842418
6733,0.5473477115,0.8723647791
23518,0.7539417421,0.7543250567
84288,0.7937405059,0.9042498331
2710,0.6924847808,0.6854226498
255252,0.8650797236,0.7187113901
83699,0.8516604842,0.7458123422
6598,0.5112089802,0.7968168135
54809,0.6999625313,0.7287605940
55893,0.8588876300,0.1806245343
777,0.8285998708,0.8784129711
207147,0.6174487965,0.8567038897
7581,0.8724551341,0.6349659814
1137,0.8773883652,0.7111723159
3242,0.6422206544,0.8781760732
3752,0.7675761235,0.8337989399
8894,0.5027907567,0.8598895965
144406,0.8115511348,0.9327556050
4508,0.7507156442,0.8540821663
79586,0.7287464911,0.7849401649
29097,0.8745078016,0.6751549065
84803,0.8347267015,0.0627508015
1382,0.6817598131,0.8795923641
4862,0.7578317038,0.8425951411
653784,0.2109637617,0.6684880227
5590,0.7776178671,0.8834386934
90324,0.7082546374,0.8879016444
8683,0.5865776290,0.5520275986
28882,0.8300341830,0.9436603906
1674,0.7902735977,0.8591533456
401024,0.6014971386,0.5669514391
8507,0.7669265553,0.8651000872
1519,0.6284384141,0.6527576343
11043,0.7870577526,0.8568623694
7515,0.8444656301,0.9352908881
1443,0.7088421508,0.7043311065
54955,0.7823680163,0.8295543303
26153,0.5587221032,0.8621149856
51315,0.8350579585,0.0423675845
23015,0.8257626954,0.9269575820
4311,0.7668144599,0.8488742688
94103,0.3769403457,0.1830720548
4881,0.7625302721,0.8422581549
54596,0.8680835893,0.7871016100
805,0.7910917411,0.8877642386
2624,0.8616334492,0.4323269709
3764,0.4782091697,0.8050502778
57019,0.7633643203,0.8242264647
128178,0.7070453603,0.7257206248
55689,0.8029963989,0.8507475075
23288,0.8060080320,0.7704260921
162394,0.6706883945,0.7072094173
56052,0.8484721824,0.9340608103
5935,0.9170042696,0.5740379933
83694,0.6506214147,0.8887462997
10053,0.2577082131,0.6906263596
55020,0.6653350707,0.7042450403
27254,0.8599347428,0.6998903431
54662,0.8302363004,0.8834638103
7798,0.7831212399,0.8628512812
22909,0.7622991422,0.8428826742
139135,0.0011214446,0.6762222211
117154,0.8457712100,0.1873001760
25949,0.2608169529,0.7037222152
8209,0.1322914334,0.6136617535
54798,0.7001189243,0.7316243215
7187,0.7734077044,0.8393828924
57407,0.6875849333,0.7245545064
10130,0.8542830960,0.9283993971
64927,0.2394870536,0.6442393916
10238,0.4815966402,0.7958052753
220717,0.8052415386,0.9139760558
3507,0.2698218398,0.6830316657
5612,0.7659381927,0.7996898441
9121,0.9845415881,0.0036010132
83596,0.7384278670,0.7604344872
55796,0.7160519883,0.7558715585
84274,0.6857619739,0.8765934465
246330,0.1968971152,0.6433838559
79670,0.2354878936,0.6740791195
160760,0.9614746363,0.1160534462
146395,0.6848719183,0.7102241585
284654,0.7003590059,0.7219676533
56853,0.0076518563,0.6769796891
3818,0.7330941325,0.7682637937
3720,0.8621908064,0.2692410521
91807,0.7178622610,0.7843951664
54861,0.7026421002,0.7165844066
479,0.8004169053,0.8582552829
692158,0.8340572865,0.9660020729
55790,0.6370686108,0.6232750297
54467,0.7084086360,0.9095336503
11131,0.6903970438,0.7263193633
7296,0.9179777657,0.5032188310
57593,0.0906286557,0.5823684024
100130557,0.8304533140,0.9035131131
